assetId,assetTypeId
01FR38FV696KFJF5KTN70VCRXE,01FX34K9DDZXE2TC4XX09HY08Z
01FR38FV69H409PF5BVCFXNX50,01FX34K9DDZXE2TC4XX09HY08Z
01FR38FV69TMG4FC73V7S2DXCH,01FX34K9DDZXE2TC4XX09HY08Z
01FR38FV69YKTYXD8TBHCNDXHN,01FX34K9DDZXE2TC4XX09HY08Z
01FR38PH4W1EAWR61RZ6AS730F,01FX34K9DDZXE2TC4XX09HY08Z
01FR38PH4WNB2X0DEMMRR475C4,01FX34K9DDZXE2TC4XX09HY08Z
01FR38PH4WPAMY6PKGRGGFXT3W,01FX34K9DDZXE2TC4XX09HY08Z
01FR38PH4WYWDASEPCGQB25RG8,01FX34K9DDZXE2TC4XX09HY08Z
01FR3ACJSGT11KDXD8PJ0ZMT77,01FX34K9DDZXE2TC4XX09HY08Z
01FR3ACJSHBKGRD4NVS0175T6J,01FX34K9DDZXE2TC4XX09HY08Z
01FR3ACJSHHT06VYA7T0FT61XN,01FX34K9DDZXE2TC4XX09HY08Z
01FR3ACJSHKCTVMXTBF44Z1EE7,01FX34K9DDZXE2TC4XX09HY08Z
01FR3ACJSHM4XN4GBXWK339YEK,01FX34K9DDZXE2TC4XX09HY08Z
01FR3ACJSHR8XCPXCCN2JGG63F,01FX34K9DDZXE2TC4XX09HY08Z
01FR3ACJSHTWRG0VETKN2AMAD5,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM60GD2X3S3XQDSJATMK,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM60RPHYQRECT3HYSB9R,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM60TWXTBPBG420WGWVE,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM60WB48WBWZNVYEN9F6,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM6110H1XPMYW8Z3734M,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM61D34Z3K0FJWCAT9QY,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM61D7FNB426QVY120NT,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM61GNW5N9KR2HHYRKMD,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM61MZMC99DXB5M5DF71,01FX34K9DDZXE2TC4XX09HY08Z
01FR3PFM61WYDZT9W1N5EWQAZF,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QNKB2GHASFF0EGWAAFSBC,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QNKB4SGS98Y5TRNSM519T,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QNKDM2D7KFYQW4ME4N09A,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QXCPRACGM2CZ40SM4541Y,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QXCPRSHVXQ6VM8S0CSPJP,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QXCPS08EFD6A1ZY2Z9D1S,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QXCPS47T3FSJXJH4RVP0X,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QXCPS600KMM1YS6JWP0AS,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QXCPS6S3AGZBR7FNKKSF3,01FX34K9DDZXE2TC4XX09HY08Z
01FR3QXCPSQ1SCV0WNN7CTEMV4,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BKEGA4FH9DV5QBFW9B,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BM39X0M09S5V01F95R,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BMG1E5GPT8ZQF7Q92S,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BMP7Q1RTW7ZKSMEXGN,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BMQWAM1BRAZNWFF3E4,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BMSZGDQAVNWNAGD2DB,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BMTPZXCPJ0VX9BT80Y,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BN7NT36V4GTPDDN25F,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BNB83N2NAKNY8BWX57,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RC2BNFY19JMEC4V1X8WX6,01FX34K9DDZXE2TC4XX09HY08Z
01FR3RNKDXFHPYPV1WT5QW8ECK,01FX34K9DDZXE2TC4XX09HY08Z
01FR3SZ5751NYZ3TG2DZF5JKFM,01FX34K9DDZXE2TC4XX09HY08Z
01FR3SZ575NZYSG9H4KM0WCRJJ,01FX34K9DDZXE2TC4XX09HY08Z
01FR3SZ575Z37596VD0GPBZ9T6,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BP46D0YEYWHWSBN8MM,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BP63SHPFN5RY18314W,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BP9SSM3S0J88PYGK1Y,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BPA17WHDHQF51YKMG0,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BPJ9B20GCH9GVXV3R8,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BPRQNJ4MV9TF4NBD6B,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BPWXZ0BBE0TAGQ0B74,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BPYX7Z54P7PZK93DSV,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BQAGZDCZZ4515YW9PR,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T11BQC40XNVRGDCXQCEAM,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T48QP6VDER3D3JV1SV6WX,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T48QP83W71YDX41FKYS31,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T48QQAYBR3KYYQTBB06RC,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T48QQFF3JMPD7AJZ6X1SK,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T48QQPSX0STPB03ST1KCN,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JAB2GDG7C1N51RFX7NX,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JAB5RZC1KMKMB7149RA,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JAB8TDYMFEQ4KX87Z6V,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JABB8YZCDE1QAVGHMDC,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JABGCS2DH0BNQ4C71VP,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JADD412D76VEE3XQW6N,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JADJG9ZBTZCN3S7KN3H,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JADKPWQ7Q8EGNW8YQ50,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JADT4CK1FTDWW32MGWN,01FX34K9DDZXE2TC4XX09HY08Z
01FR3T8JADWFRPEQ7TK3JJ372R,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWN2WT4YA26AXZDQ2EC,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWN4PNM7CWRGHDHX11E,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWN9AD5X87JJRPQV2AS,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWNA1MXE9G9M6GWK8H9,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWNAXEZBQBQAR2324W3,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWNF8NMEA1EC7K7A4G4,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWNMQ88JMEG1SFYQAG0,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWNNMJHZP31W3XPK6PV,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWNPV61TKCRBH8VB3PM,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TEJWNTP0303BNABB4VPXB,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TJ91H7ZGG270ASQKHDK5G,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TJ91HBBH26BW72ZY7CG5F,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TJ91HBPAQ8QDE9M8DRTP1,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TJ91HGNGTS7J680VY8PCB,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TJ91HMZ0WSF03T67S461M,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TJ91HSWZ2VWA63D1P87TG,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB352B0J9R89VS92QW0B,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB355H21MF9C9D20B40N,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB359K2G0YVN3HVVTBS8,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB35C9JZPF1WK8GJ7N10,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB35F7XV8NWADYG167ZP,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB35GAFS46BFGTMD2G0F,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB35GZHBWX29DRE1XWGS,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB35V62925GNNKR5G2NP,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB35YT99MQBHB1AEE5TW,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TQB35ZWVX8STE6NM51E4S,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGSC822F13M43XV148F,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGSECEB3G74WMRMP5P5,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGSJZX3CCCVM4QYDXZ2,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGSSG99WRNE2TS1NVP5,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGSZHJAK8NZD0583E3R,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGT3KPXSC2RJVQAFW0Z,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGT63C9MVX6W726EBRZ,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGT8XY239ZNZD46QETQ,01FX34K9DDZXE2TC4XX09HY08Z
01FR3TWVGTDNWMBHC80TQR3JM8,01FX34K9DDZXE2TC4XX09HY08Z
01FR3V1HEWCNKY4GDH3BQB2ZEG,01FX34K9DDZXE2TC4XX09HY08Z
01FR3V1HEWFBRNQ3VMX6RFWVGB,01FX34K9DDZXE2TC4XX09HY08Z
01FR3V1HEWK89CNWV0RFM3J7A6,01FX34K9DDZXE2TC4XX09HY08Z
01FR3V1HEWMD3PFSFKFETEF4J4,01FX34K9DDZXE2TC4XX09HY08Z
01FR3V1HEWSSADR50VQSXTRS26,01FX34K9DDZXE2TC4XX09HY08Z
01FR3V1HEWTX4PJ3HQQVJ8J3GJ,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTYV50NP07VDNSMC8YY,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZ3V4Y365KAY1KJE5R,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZAXW2CBSE7VKGZFJW,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZC259EAW3EM52P86V,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZCW721101SSWS4VN5,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZJZSECKT9K7XZ591M,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZKCJSRQ2C89QW95J4,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZQ8G0MK8H1PHVSYZK,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZRVW47S99JT6B9M7K,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VPDTZY2FHVPGA0TT4E0G5,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0C600Z6HZ35CVR7J7C,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0CMRTC2YW1DFHDYX5N,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0D25TB7TFM2ZDS8QSC,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0D5EKMRB9MXT186653,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0DE174BTR2YTZRZBJX,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0DFZ7DV2CGXSJ33Y4K,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0DMQZKM23C6DMXM3QX,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0DQSJ13R7K7040HAZW,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0DW0BT19Z9X7J230A4,01FX34K9DDZXE2TC4XX09HY08Z
01FR3VWM0DZ2QWGSMR1Z2MYNWN,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HC47DDHYWJZEKGA3XS,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HCH0VFN09R8GNVE00V,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HCPD73NKCQNR42EKV2,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HD26WSK881FCDYW71R,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HD2JT2NKMBYDKFVQC4,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HD32H825ZRC3QFXV47,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HD89WCH21318GY8W06,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HD8WDDEZEEPWSQ46T9,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HDB6ZWGYN00HP579DA,01FX34K9DDZXE2TC4XX09HY08Z
01FR3W26HDG93WRASGTTKQW6W1,01FX34K9DDZXE2TC4XX09HY08Z
01FR3WAFT910WGJ2SEQ6BJW4HD,01FX34K9DDZXE2TC4XX09HY08Z
01FR3WAFT9MFBKK1BF6RNYV02W,01FX34K9DDZXE2TC4XX09HY08Z
01FR3WAFT9RHHX33JWCGEFT3AZ,01FX34K9DDZXE2TC4XX09HY08Z
01FR3WAFT9TZHDBH2QP671Z6ED,01FX34K9DDZXE2TC4XX09HY08Z
01FR5W179JCF522DT1GN8D8653,01FX34K9DDZXE2TC4XX09HY08Z
01FR5XK7R10QYTE171S87S1GMM,01FX34K9DDZXE2TC4XX09HY08Z
01FR5ZQWQCY5MBCN8NYVJ24HZQ,01FX34K9DDZXE2TC4XX09HY08Z
01FR5ZWBF4EDK2RCBTTGGHQ3YT,01FX34K9DDZXE2TC4XX09HY08Z
01FR6012ZGDABTVDCN05D4KD5N,01FX34K9DDZXE2TC4XX09HY08Z
01FR60ANHANFKKJJBJJ8T32YKF,01FX34K9DDZXE2TC4XX09HY08Z
01FR60E0607K6STKXN67RG0S99,01FX34K9DDZXE2TC4XX09HY08Z
01FR675VTKA9EJ32EHBWXF9BPR,01FX34K9DDZXE2TC4XX09HY08Z
01FR6G8PDK2A7T7SQEFDAQ5K22,01FX34K9DDZXE2TC4XX09HY08Z
01FR6G8PDKJN36KAZ0J6WXAN80,01FX34K9DDZXE2TC4XX09HY08Z
01FR6G8PDKKSCXFEN4PGKX43A4,01FX34K9DDZXE2TC4XX09HY08Z
01FR6GJXH8C6608MJVKE9H2HXS,01FX34K9DDZXE2TC4XX09HY08Z
01FR8K88MA27YK5689FS0P0XKA,01FX34K9DDZXE2TC4XX09HY08Z
01FRDPTH1T1XY0GQK29PK7JE0F,01FX34K9DDZXE2TC4XX09HY08Z
01FRDPTH1T5QY6EG5RGHQ66SS6,01FX34K9DDZXE2TC4XX09HY08Z
01FRDPTH1TF9484QFE4FQAF3H3,01FX34K9DDZXE2TC4XX09HY08Z
01FRDQ6P89J6KE2E1YKCYKW212,01FX34K9DDZXE2TC4XX09HY08Z
01FRDQ9VNGZDNXZGHMECD1TXBD,01FX34K9DDZXE2TC4XX09HY08Z
01FRGNMR6N7RR842K0F0KJCEHH,01FX34K9DDZXE2TC4XX09HY08Z
01FRK6W7QCMQRMBENKH2QMJ8M6,01FX34K9DDZXE2TC4XX09HY08Z
01FS37EFSM6AFSB500KNQ7STRR,01FX34K9DDZXE2TC4XX09HY08Z
01FS4E89Z03Y9X3ETJR039ZQGG,01FX34K9DDZXE2TC4XX09HY08Z
01FS4E89Z0D0K3BVPC3BKSB7WN,01FX34K9DDZXE2TC4XX09HY08Z
01FS4E89Z0PNHH3A601JX66HC9,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB78075EWJ7B2QT79V3J,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB7875VNJT7E5EYJR71N,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB78T8ZWDSRXPBMNW0CQ,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB78V3NYM04CSTRCH6AD,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB78VM2H2V8F08XCDQB7,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB78XWT7RRXB5PQWJN1P,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB7947SV7641JZ27M03T,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB79GRBZHCF376ZHSDS0,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB79NBR2WP0A16243V4Q,01FX34K9DDZXE2TC4XX09HY08Z
01FS4EEB79XVF3YYBZQMYZVFVA,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQT1W2E4ZT2TGA74YCT,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQT2HPMR1N08YX70C38,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQT2MEBE53N59B5WMRH,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQT461RS1V3RKVWW49Q,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQT60S0PP6THPKHWAAZ,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQT61FT54FGA4VX4VQ0,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQTB2QB1QTHWEG1HSQ6,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQTE4Q6DMZWZ1J1T9P2,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQTP1SFWH1N103Z6KJP,01FX34K9DDZXE2TC4XX09HY08Z
01FS4FDWQTRAY1FXKMC0KAJ00G,01FX34K9DDZXE2TC4XX09HY08Z
01FS4MS54R4P91S90G8Z72A9RN,01FX34K9DDZXE2TC4XX09HY08Z
01FS4MS54RMGN7ZZC0JXPRXVJ9,01FX34K9DDZXE2TC4XX09HY08Z
01FS4MS54RX7KDEBWS0SNBK54W,01FX34K9DDZXE2TC4XX09HY08Z
01FS4NJGYD0FS6CRAS52YT6HDG,01FX34K9DDZXE2TC4XX09HY08Z
01FS4PWP30CSAVTTHXXZ5G3MT9,01FX34K9DDZXE2TC4XX09HY08Z
01FS4PWP30H38X4J0GXNHQ1NDZ,01FX34K9DDZXE2TC4XX09HY08Z
01FS4PWP30JM5GCZS46W6RP26Y,01FX34K9DDZXE2TC4XX09HY08Z
01FS58D7ZRYE9AY5ZGDY1SJR5F,01FX34K9DDZXE2TC4XX09HY08Z
01FS5HX7S1EMFM32JDS8SGYCRZ,01FX34K9DDZXE2TC4XX09HY08Z
01FS5HYM7QT0KPCDBG6F91BANP,01FX34K9DDZXE2TC4XX09HY08Z
01FS5J6PC3B9JHJ57XG0DMJ57B,01FX34K9DDZXE2TC4XX09HY08Z
01FS5JBK7SAV50CEV16F2H3NKA,01FX34K9DDZXE2TC4XX09HY08Z
01FS5JHJ5PCF4DTZBA3PMAB6XM,01FX34K9DDZXE2TC4XX09HY08Z
01FS5JHJ5QAXHCZ448AXF6A25A,01FX34K9DDZXE2TC4XX09HY08Z
01FS5JHJ5QN2VK8YWJY3TMBM6V,01FX34K9DDZXE2TC4XX09HY08Z
01FS5JHJ5QR76YWMYSSBF9GK8W,01FX34K9DDZXE2TC4XX09HY08Z
01FS5JK5MPK6QACT1SCCY1YA28,01FX34K9DDZXE2TC4XX09HY08Z
01FS5JK5MQT0RJ9BY1NC4B5GRF,01FX34K9DDZXE2TC4XX09HY08Z
01FS5JK5MQYYKSK83FVSXSJP7Y,01FX34K9DDZXE2TC4XX09HY08Z
01FS5K4XXE4KW3FM6NHEQRH430,01FX34K9DDZXE2TC4XX09HY08Z
01FS5K8HKD9FK3CP0C3ASH2FK2,01FX34K9DDZXE2TC4XX09HY08Z
01FS5K8HKDNPX8WZPB0P1T6KCP,01FX34K9DDZXE2TC4XX09HY08Z
01FS5K8HKDYEPXC7R4WBJH58Y9,01FX34K9DDZXE2TC4XX09HY08Z
01FS5KF8GQ4SVWFQN0M982JBB6,01FX34K9DDZXE2TC4XX09HY08Z
01FS5KHAW19RQHTVV79JNS5946,01FX34K9DDZXE2TC4XX09HY08Z
01FS6ZWR72MMV205DYMF7Q37NN,01FX34K9DDZXE2TC4XX09HY08Z
01FS6ZWR73CYDABJDC13NFMPBY,01FX34K9DDZXE2TC4XX09HY08Z
01FS6ZWR73MYRQYC0K8NAM93WY,01FX34K9DDZXE2TC4XX09HY08Z
01FS6ZWR74XTRDAKETCEGH9RFN,01FX34K9DDZXE2TC4XX09HY08Z
01FS75NA0F38N544R4D2WZ6AKC,01FX34K9DDZXE2TC4XX09HY08Z
01FS75NA0FXGHMR3M2G0MBMBPV,01FX34K9DDZXE2TC4XX09HY08Z
01FS75S1KRX972J1E9PVXX5VSX,01FX34K9DDZXE2TC4XX09HY08Z
01FS75S1KS7K58MW3PBRE3B29R,01FX34K9DDZXE2TC4XX09HY08Z
01FS77KNE0FA64A2NZ6BYEVX94,01FX34K9DDZXE2TC4XX09HY08Z
01FS77KNE0Y1WZ796GHSJSC969,01FX34K9DDZXE2TC4XX09HY08Z
01FS77M0DXR11DCZTW1GGMX0KH,01FX34K9DDZXE2TC4XX09HY08Z
01FS77N30WRSX6DRZKNSRBVMDE,01FX34K9DDZXE2TC4XX09HY08Z
01FS77NN0AVEFAD7NZ751YFR2N,01FX34K9DDZXE2TC4XX09HY08Z
01FS782JB0H9PZVP8Y8PXG2BP4,01FX34K9DDZXE2TC4XX09HY08Z
01FS78381DHSTYXM30E1SXKSP7,01FX34K9DDZXE2TC4XX09HY08Z
01FS7859XFW69J8RCEWP47ZV8B,01FX34K9DDZXE2TC4XX09HY08Z
01FS7893G64RCGMYE14AHRZETX,01FX34K9DDZXE2TC4XX09HY08Z
01FS78P5WMZF6R11BZZ8V4XZE5,01FX34K9DDZXE2TC4XX09HY08Z
01FS7982HHPKJ3AY674K3E36X5,01FX34K9DDZXE2TC4XX09HY08Z
01FS7X657R4E9A1QJEAK7SACS0,01FX34K9DDZXE2TC4XX09HY08Z
01FS7X657RC7FSAT0SRCJKQHNE,01FX34K9DDZXE2TC4XX09HY08Z
01FS7X657RSG83VAQDB83GF4SJ,01FX34K9DDZXE2TC4XX09HY08Z
01FS9CSW4R18KZEH3VTY8T4BT7,01FX34K9DDZXE2TC4XX09HY08Z
01FS9CSW4R2XKPD3SSGM2688AC,01FX34K9DDZXE2TC4XX09HY08Z
01FS9CSW4R30XTMFZ07D4BTFXS,01FX34K9DDZXE2TC4XX09HY08Z
01FS9CSW4RB6MV5QSW59W1S0HV,01FX34K9DDZXE2TC4XX09HY08Z
01FS9CSW4RBEBK523V83VCTBEJ,01FX34K9DDZXE2TC4XX09HY08Z
01FS9CSW4RQ5EE8GE1HJ6E7SFB,01FX34K9DDZXE2TC4XX09HY08Z
01FS9CSW4RX76HRW30PH3TVD8C,01FX34K9DDZXE2TC4XX09HY08Z
01FS9CSW4S0QD31AB68109XVCP,01FX34K9DDZXE2TC4XX09HY08Z
01FS9J7RPB4FWNDZPMB4JTH2BV,01FX34K9DDZXE2TC4XX09HY08Z
01FS9J7RPB8SSD0S26E87CT4R6,01FX34K9DDZXE2TC4XX09HY08Z
01FS9J7RPB968V09MW3MMFXHCB,01FX34K9DDZXE2TC4XX09HY08Z
01FS9J7RPBCKXMPADZGQKPG9FZ,01FX34K9DDZXE2TC4XX09HY08Z
01FS9JP1GPCX8MRDKMXHA726WJ,01FX34K9DDZXE2TC4XX09HY08Z
01FS9JP1GPNMSFQG30AAPXBXQJ,01FX34K9DDZXE2TC4XX09HY08Z
01FS9JP1GPRMDP3MKTCKS6F9DR,01FX34K9DDZXE2TC4XX09HY08Z
01FS9JP1GPTMWX3ZHGAMV2V2X3,01FX34K9DDZXE2TC4XX09HY08Z
01FS9JP1GPW3ZG84EDPZSPP6S6,01FX34K9DDZXE2TC4XX09HY08Z
01FS9JP1GPYE0WFV1P1RS44VPB,01FX34K9DDZXE2TC4XX09HY08Z
01FS9JP1GQNXMY3TWAAVBNYQDK,01FX34K9DDZXE2TC4XX09HY08Z
01FS9KFEGT7YPMTG4B3KS7CDZ9,01FX34K9DDZXE2TC4XX09HY08Z
01FS9KFEGTD35XYWFN2GX5E3AY,01FX34K9DDZXE2TC4XX09HY08Z
01FS9KFEGTFC6VQTC6QSPZM4QM,01FX34K9DDZXE2TC4XX09HY08Z
01FS9KFEGTPX8VDWMCS0TM111K,01FX34K9DDZXE2TC4XX09HY08Z
01FS9P0Y5X9BT4KTR6TH7XGTD9,01FX34K9DDZXE2TC4XX09HY08Z
01FS9P0Y5XNAGZ94KZ5A84F2F5,01FX34K9DDZXE2TC4XX09HY08Z
